dataset,instancia,cantidad_locales,limite_contagio,archivo
mejor-caso-aprox-BT,BT-MC-33,33,70,instancias/mejor-caso-aprox-BT/BT-MC-33.txt
mejor-caso-aprox-BT,BT-MC-34,34,70,instancias/mejor-caso-aprox-BT/BT-MC-34.txt
mejor-caso-aprox-BT,BT-MC-35,35,70,instancias/mejor-caso-aprox-BT/BT-MC-35.txt
mejor-caso-aprox-BT,BT-MC-36,36,70,instancias/mejor-caso-aprox-BT/BT-MC-36.txt
mejor-caso-aprox-BT,BT-MC-37,37,70,instancias/mejor-caso-aprox-BT/BT-MC-37.txt
mejor-caso-aprox-BT,BT-MC-38,38,70,instancias/mejor-caso-aprox-BT/BT-MC-38.txt
mejor-caso-aprox-BT,BT-MC-39,39,70,instancias/mejor-caso-aprox-BT/BT-MC-39.txt
mejor-caso-aprox-BT,BT-MC-40,40,70,instancias/mejor-caso-aprox-BT/BT-MC-40.txt
mejor-caso-aprox-BT,BT-MC-41,41,70,instancias/mejor-caso-aprox-BT/BT-MC-41.txt
mejor-caso-aprox-BT,BT-MC-42,42,70,instancias/mejor-caso-aprox-BT/BT-MC-42.txt
mejor-caso-aprox-BT,BT-MC-43,43,70,instancias/mejor-caso-aprox-BT/BT-MC-43.txt
mejor-caso-aprox-BT,BT-MC-44,44,70,instancias/mejor-caso-aprox-BT/BT-MC-44.txt
mejor-caso-aprox-BT,BT-MC-45,45,70,instancias/mejor-caso-aprox-BT/BT-MC-45.txt
mejor-caso-aprox-BT,BT-MC-46,46,70,instancias/mejor-caso-aprox-BT/BT-MC-46.txt
mejor-caso-aprox-BT,BT-MC-47,47,70,instancias/mejor-caso-aprox-BT/BT-MC-47.txt
mejor-caso-aprox-BT,BT-MC-48,48,70,instancias/mejor-caso-aprox-BT/BT-MC-48.txt
mejor-caso-aprox-BT,BT-MC-49,49,70,instancias/mejor-caso-aprox-BT/BT-MC-49.txt
mejor-caso-aprox-BT,BT-MC-50,50,70,instancias/mejor-caso-aprox-BT/BT-MC-50.txt
mejor-caso-aprox-BT,BT-MC-51,51,70,instancias/mejor-caso-aprox-BT/BT-MC-51.txt
mejor-caso-aprox-BT,BT-MC-52,52,70,instancias/mejor-caso-aprox-BT/BT-MC-52.txt
mejor-caso-aprox-BT,BT-MC-53,53,70,instancias/mejor-caso-aprox-BT/BT-MC-53.txt
mejor-caso-aprox-BT,BT-MC-54,54,70,instancias/mejor-caso-aprox-BT/BT-MC-54.txt
mejor-caso-aprox-BT,BT-MC-55,55,70,instancias/mejor-caso-aprox-BT/BT-MC-55.txt
mejor-caso-aprox-BT,BT-MC-56,56,70,instancias/mejor-caso-aprox-BT/BT-MC-56.txt
mejor-caso-aprox-BT,BT-MC-57,57,70,instancias/mejor-caso-aprox-BT/BT-MC-57.txt
mejor-caso-aprox-BT,BT-MC-58,58,70,instancias/mejor-caso-aprox-BT/BT-MC-58.txt
mejor-caso-aprox-BT,BT-MC-59,59,70,instancias/mejor-caso-aprox-BT/BT-MC-59.txt
mejor-caso-aprox-BT,BT-MC-60,60,70,instancias/mejor-caso-aprox-BT/BT-MC-60.txt
mejor-caso-aprox-BT,BT-MC-61,61,70,instancias/mejor-caso-aprox-BT/BT-MC-61.txt
mejor-caso-aprox-BT,BT-MC-62,62,70,instancias/mejor-caso-aprox-BT/BT-MC-62.txt
mejor-caso-aprox-BT,BT-MC-63,63,70,instancias/mejor-caso-aprox-BT/BT-MC-63.txt
mejor-caso-aprox-BT,BT-MC-64,64,70,instancias/mejor-caso-aprox-BT/BT-MC-64.txt
mejor-caso-aprox-BT,BT-MC-65,65,70,instancias/mejor-caso-aprox-BT/BT-MC-65.txt
mejor-caso-aprox-BT,BT-MC-66,66,70,instancias/mejor-caso-aprox-BT/BT-MC-66.txt
mejor-caso-aprox-BT,BT-MC-67,67,70,instancias/mejor-caso-aprox-BT/BT-MC-67.txt
mejor-caso-aprox-BT,BT-MC-68,68,70,instancias/mejor-caso-aprox-BT/BT-MC-68.txt
mejor-caso-aprox-BT,BT-MC-69,69,70,instancias/mejor-caso-aprox-BT/BT-MC-69.txt
