dataset,instancia,cantidad_locales,limite_contagio,archivo
bajo_contagio,BAJO_CONTAGIO-44,44,11,instancias/bajo_contagio/BAJO_CONTAGIO-44.txt
bajo_contagio,BAJO_CONTAGIO-45,45,11,instancias/bajo_contagio/BAJO_CONTAGIO-45.txt
bajo_contagio,BAJO_CONTAGIO-46,46,11,instancias/bajo_contagio/BAJO_CONTAGIO-46.txt
bajo_contagio,BAJO_CONTAGIO-47,47,11,instancias/bajo_contagio/BAJO_CONTAGIO-47.txt
bajo_contagio,BAJO_CONTAGIO-48,48,12,instancias/bajo_contagio/BAJO_CONTAGIO-48.txt
bajo_contagio,BAJO_CONTAGIO-49,49,12,instancias/bajo_contagio/BAJO_CONTAGIO-49.txt
bajo_contagio,BAJO_CONTAGIO-50,50,12,instancias/bajo_contagio/BAJO_CONTAGIO-50.txt
bajo_contagio,BAJO_CONTAGIO-51,51,12,instancias/bajo_contagio/BAJO_CONTAGIO-51.txt
bajo_contagio,BAJO_CONTAGIO-52,52,13,instancias/bajo_contagio/BAJO_CONTAGIO-52.txt
bajo_contagio,BAJO_CONTAGIO-53,53,13,instancias/bajo_contagio/BAJO_CONTAGIO-53.txt
bajo_contagio,BAJO_CONTAGIO-54,54,13,instancias/bajo_contagio/BAJO_CONTAGIO-54.txt
bajo_contagio,BAJO_CONTAGIO-55,55,13,instancias/bajo_contagio/BAJO_CONTAGIO-55.txt
bajo_contagio,BAJO_CONTAGIO-56,56,14,instancias/bajo_contagio/BAJO_CONTAGIO-56.txt
bajo_contagio,BAJO_CONTAGIO-57,57,14,instancias/bajo_contagio/BAJO_CONTAGIO-57.txt
bajo_contagio,BAJO_CONTAGIO-58,58,14,instancias/bajo_contagio/BAJO_CONTAGIO-58.txt
bajo_contagio,BAJO_CONTAGIO-59,59,14,instancias/bajo_contagio/BAJO_CONTAGIO-59.txt
bajo_contagio,BAJO_CONTAGIO-60,60,15,instancias/bajo_contagio/BAJO_CONTAGIO-60.txt
bajo_contagio,BAJO_CONTAGIO-61,61,15,instancias/bajo_contagio/BAJO_CONTAGIO-61.txt
bajo_contagio,BAJO_CONTAGIO-62,62,15,instancias/bajo_contagio/BAJO_CONTAGIO-62.txt
bajo_contagio,BAJO_CONTAGIO-63,63,15,instancias/bajo_contagio/BAJO_CONTAGIO-63.txt
bajo_contagio,BAJO_CONTAGIO-64,64,16,instancias/bajo_contagio/BAJO_CONTAGIO-64.txt
bajo_contagio,BAJO_CONTAGIO-65,65,16,instancias/bajo_contagio/BAJO_CONTAGIO-65.txt
bajo_contagio,BAJO_CONTAGIO-66,66,16,instancias/bajo_contagio/BAJO_CONTAGIO-66.txt
bajo_contagio,BAJO_CONTAGIO-67,67,16,instancias/bajo_contagio/BAJO_CONTAGIO-67.txt
bajo_contagio,BAJO_CONTAGIO-68,68,17,instancias/bajo_contagio/BAJO_CONTAGIO-68.txt
bajo_contagio,BAJO_CONTAGIO-69,69,17,instancias/bajo_contagio/BAJO_CONTAGIO-69.txt
bajo_contagio,BAJO_CONTAGIO-70,70,17,instancias/bajo_contagio/BAJO_CONTAGIO-70.txt
bajo_contagio,BAJO_CONTAGIO-71,71,17,instancias/bajo_contagio/BAJO_CONTAGIO-71.txt
bajo_contagio,BAJO_CONTAGIO-72,72,18,instancias/bajo_contagio/BAJO_CONTAGIO-72.txt
bajo_contagio,BAJO_CONTAGIO-73,73,18,instancias/bajo_contagio/BAJO_CONTAGIO-73.txt
bajo_contagio,BAJO_CONTAGIO-74,74,18,instancias/bajo_contagio/BAJO_CONTAGIO-74.txt
bajo_contagio,BAJO_CONTAGIO-75,75,18,instancias/bajo_contagio/BAJO_CONTAGIO-75.txt
bajo_contagio,BAJO_CONTAGIO-76,76,19,instancias/bajo_contagio/BAJO_CONTAGIO-76.txt
bajo_contagio,BAJO_CONTAGIO-77,77,19,instancias/bajo_contagio/BAJO_CONTAGIO-77.txt
bajo_contagio,BAJO_CONTAGIO-78,78,19,instancias/bajo_contagio/BAJO_CONTAGIO-78.txt
bajo_contagio,BAJO_CONTAGIO-79,79,19,instancias/bajo_contagio/BAJO_CONTAGIO-79.txt
bajo_contagio,BAJO_CONTAGIO-80,80,20,instancias/bajo_contagio/BAJO_CONTAGIO-80.txt
bajo_contagio,BAJO_CONTAGIO-81,81,20,instancias/bajo_contagio/BAJO_CONTAGIO-81.txt
bajo_contagio,BAJO_CONTAGIO-82,82,20,instancias/bajo_contagio/BAJO_CONTAGIO-82.txt
bajo_contagio,BAJO_CONTAGIO-83,83,20,instancias/bajo_contagio/BAJO_CONTAGIO-83.txt
bajo_contagio,BAJO_CONTAGIO-84,84,21,instancias/bajo_contagio/BAJO_CONTAGIO-84.txt
bajo_contagio,BAJO_CONTAGIO-85,85,21,instancias/bajo_contagio/BAJO_CONTAGIO-85.txt
bajo_contagio,BAJO_CONTAGIO-86,86,21,instancias/bajo_contagio/BAJO_CONTAGIO-86.txt
bajo_contagio,BAJO_CONTAGIO-87,87,21,instancias/bajo_contagio/BAJO_CONTAGIO-87.txt
bajo_contagio,BAJO_CONTAGIO-88,88,22,instancias/bajo_contagio/BAJO_CONTAGIO-88.txt
bajo_contagio,BAJO_CONTAGIO-89,89,22,instancias/bajo_contagio/BAJO_CONTAGIO-89.txt
bajo_contagio,BAJO_CONTAGIO-90,90,22,instancias/bajo_contagio/BAJO_CONTAGIO-90.txt
bajo_contagio,BAJO_CONTAGIO-91,91,22,instancias/bajo_contagio/BAJO_CONTAGIO-91.txt
bajo_contagio,BAJO_CONTAGIO-92,92,23,instancias/bajo_contagio/BAJO_CONTAGIO-92.txt
bajo_contagio,BAJO_CONTAGIO-93,93,23,instancias/bajo_contagio/BAJO_CONTAGIO-93.txt
bajo_contagio,BAJO_CONTAGIO-94,94,23,instancias/bajo_contagio/BAJO_CONTAGIO-94.txt
bajo_contagio,BAJO_CONTAGIO-95,95,23,instancias/bajo_contagio/BAJO_CONTAGIO-95.txt
bajo_contagio,BAJO_CONTAGIO-96,96,24,instancias/bajo_contagio/BAJO_CONTAGIO-96.txt
bajo_contagio,BAJO_CONTAGIO-97,97,24,instancias/bajo_contagio/BAJO_CONTAGIO-97.txt
bajo_contagio,BAJO_CONTAGIO-98,98,24,instancias/bajo_contagio/BAJO_CONTAGIO-98.txt
bajo_contagio,BAJO_CONTAGIO-99,99,24,instancias/bajo_contagio/BAJO_CONTAGIO-99.txt
bajo_contagio,BAJO_CONTAGIO-100,100,25,instancias/bajo_contagio/BAJO_CONTAGIO-100.txt
bajo_contagio,BAJO_CONTAGIO-101,101,25,instancias/bajo_contagio/BAJO_CONTAGIO-101.txt
bajo_contagio,BAJO_CONTAGIO-102,102,25,instancias/bajo_contagio/BAJO_CONTAGIO-102.txt
bajo_contagio,BAJO_CONTAGIO-103,103,25,instancias/bajo_contagio/BAJO_CONTAGIO-103.txt
bajo_contagio,BAJO_CONTAGIO-104,104,26,instancias/bajo_contagio/BAJO_CONTAGIO-104.txt
bajo_contagio,BAJO_CONTAGIO-105,105,26,instancias/bajo_contagio/BAJO_CONTAGIO-105.txt
bajo_contagio,BAJO_CONTAGIO-106,106,26,instancias/bajo_contagio/BAJO_CONTAGIO-106.txt
bajo_contagio,BAJO_CONTAGIO-107,107,26,instancias/bajo_contagio/BAJO_CONTAGIO-107.txt
bajo_contagio,BAJO_CONTAGIO-108,108,27,instancias/bajo_contagio/BAJO_CONTAGIO-108.txt
bajo_contagio,BAJO_CONTAGIO-109,109,27,instancias/bajo_contagio/BAJO_CONTAGIO-109.txt
bajo_contagio,BAJO_CONTAGIO-110,110,27,instancias/bajo_contagio/BAJO_CONTAGIO-110.txt
bajo_contagio,BAJO_CONTAGIO-111,111,27,instancias/bajo_contagio/BAJO_CONTAGIO-111.txt
bajo_contagio,BAJO_CONTAGIO-112,112,28,instancias/bajo_contagio/BAJO_CONTAGIO-112.txt
bajo_contagio,BAJO_CONTAGIO-113,113,28,instancias/bajo_contagio/BAJO_CONTAGIO-113.txt
bajo_contagio,BAJO_CONTAGIO-114,114,28,instancias/bajo_contagio/BAJO_CONTAGIO-114.txt
bajo_contagio,BAJO_CONTAGIO-115,115,28,instancias/bajo_contagio/BAJO_CONTAGIO-115.txt
bajo_contagio,BAJO_CONTAGIO-116,116,29,instancias/bajo_contagio/BAJO_CONTAGIO-116.txt
bajo_contagio,BAJO_CONTAGIO-117,117,29,instancias/bajo_contagio/BAJO_CONTAGIO-117.txt
bajo_contagio,BAJO_CONTAGIO-118,118,29,instancias/bajo_contagio/BAJO_CONTAGIO-118.txt
bajo_contagio,BAJO_CONTAGIO-119,119,29,instancias/bajo_contagio/BAJO_CONTAGIO-119.txt
bajo_contagio,BAJO_CONTAGIO-120,120,30,instancias/bajo_contagio/BAJO_CONTAGIO-120.txt
bajo_contagio,BAJO_CONTAGIO-121,121,30,instancias/bajo_contagio/BAJO_CONTAGIO-121.txt
bajo_contagio,BAJO_CONTAGIO-122,122,30,instancias/bajo_contagio/BAJO_CONTAGIO-122.txt
bajo_contagio,BAJO_CONTAGIO-123,123,30,instancias/bajo_contagio/BAJO_CONTAGIO-123.txt
bajo_contagio,BAJO_CONTAGIO-124,124,31,instancias/bajo_contagio/BAJO_CONTAGIO-124.txt
bajo_contagio,BAJO_CONTAGIO-125,125,31,instancias/bajo_contagio/BAJO_CONTAGIO-125.txt
bajo_contagio,BAJO_CONTAGIO-126,126,31,instancias/bajo_contagio/BAJO_CONTAGIO-126.txt
bajo_contagio,BAJO_CONTAGIO-127,127,31,instancias/bajo_contagio/BAJO_CONTAGIO-127.txt
bajo_contagio,BAJO_CONTAGIO-128,128,32,instancias/bajo_contagio/BAJO_CONTAGIO-128.txt
bajo_contagio,BAJO_CONTAGIO-129,129,32,instancias/bajo_contagio/BAJO_CONTAGIO-129.txt
bajo_contagio,BAJO_CONTAGIO-130,130,32,instancias/bajo_contagio/BAJO_CONTAGIO-130.txt
bajo_contagio,BAJO_CONTAGIO-131,131,32,instancias/bajo_contagio/BAJO_CONTAGIO-131.txt
bajo_contagio,BAJO_CONTAGIO-132,132,33,instancias/bajo_contagio/BAJO_CONTAGIO-132.txt
bajo_contagio,BAJO_CONTAGIO-133,133,33,instancias/bajo_contagio/BAJO_CONTAGIO-133.txt
bajo_contagio,BAJO_CONTAGIO-134,134,33,instancias/bajo_contagio/BAJO_CONTAGIO-134.txt
bajo_contagio,BAJO_CONTAGIO-135,135,33,instancias/bajo_contagio/BAJO_CONTAGIO-135.txt
bajo_contagio,BAJO_CONTAGIO-136,136,34,instancias/bajo_contagio/BAJO_CONTAGIO-136.txt
bajo_contagio,BAJO_CONTAGIO-137,137,34,instancias/bajo_contagio/BAJO_CONTAGIO-137.txt
bajo_contagio,BAJO_CONTAGIO-138,138,34,instancias/bajo_contagio/BAJO_CONTAGIO-138.txt
bajo_contagio,BAJO_CONTAGIO-139,139,34,instancias/bajo_contagio/BAJO_CONTAGIO-139.txt
bajo_contagio,BAJO_CONTAGIO-140,140,35,instancias/bajo_contagio/BAJO_CONTAGIO-140.txt
bajo_contagio,BAJO_CONTAGIO-141,141,35,instancias/bajo_contagio/BAJO_CONTAGIO-141.txt
bajo_contagio,BAJO_CONTAGIO-142,142,35,instancias/bajo_contagio/BAJO_CONTAGIO-142.txt
bajo_contagio,BAJO_CONTAGIO-143,143,35,instancias/bajo_contagio/BAJO_CONTAGIO-143.txt
bajo_contagio,BAJO_CONTAGIO-144,144,36,instancias/bajo_contagio/BAJO_CONTAGIO-144.txt
bajo_contagio,BAJO_CONTAGIO-145,145,36,instancias/bajo_contagio/BAJO_CONTAGIO-145.txt
bajo_contagio,BAJO_CONTAGIO-146,146,36,instancias/bajo_contagio/BAJO_CONTAGIO-146.txt
bajo_contagio,BAJO_CONTAGIO-147,147,36,instancias/bajo_contagio/BAJO_CONTAGIO-147.txt
bajo_contagio,BAJO_CONTAGIO-148,148,37,instancias/bajo_contagio/BAJO_CONTAGIO-148.txt
bajo_contagio,BAJO_CONTAGIO-149,149,37,instancias/bajo_contagio/BAJO_CONTAGIO-149.txt
bajo_contagio,BAJO_CONTAGIO-150,150,37,instancias/bajo_contagio/BAJO_CONTAGIO-150.txt
bajo_contagio,BAJO_CONTAGIO-151,151,37,instancias/bajo_contagio/BAJO_CONTAGIO-151.txt
bajo_contagio,BAJO_CONTAGIO-152,152,38,instancias/bajo_contagio/BAJO_CONTAGIO-152.txt
bajo_contagio,BAJO_CONTAGIO-153,153,38,instancias/bajo_contagio/BAJO_CONTAGIO-153.txt
bajo_contagio,BAJO_CONTAGIO-154,154,38,instancias/bajo_contagio/BAJO_CONTAGIO-154.txt
bajo_contagio,BAJO_CONTAGIO-155,155,38,instancias/bajo_contagio/BAJO_CONTAGIO-155.txt
bajo_contagio,BAJO_CONTAGIO-156,156,39,instancias/bajo_contagio/BAJO_CONTAGIO-156.txt
bajo_contagio,BAJO_CONTAGIO-157,157,39,instancias/bajo_contagio/BAJO_CONTAGIO-157.txt
bajo_contagio,BAJO_CONTAGIO-158,158,39,instancias/bajo_contagio/BAJO_CONTAGIO-158.txt
bajo_contagio,BAJO_CONTAGIO-159,159,39,instancias/bajo_contagio/BAJO_CONTAGIO-159.txt
bajo_contagio,BAJO_CONTAGIO-160,160,40,instancias/bajo_contagio/BAJO_CONTAGIO-160.txt
bajo_contagio,BAJO_CONTAGIO-161,161,40,instancias/bajo_contagio/BAJO_CONTAGIO-161.txt
bajo_contagio,BAJO_CONTAGIO-162,162,40,instancias/bajo_contagio/BAJO_CONTAGIO-162.txt
bajo_contagio,BAJO_CONTAGIO-163,163,40,instancias/bajo_contagio/BAJO_CONTAGIO-163.txt
bajo_contagio,BAJO_CONTAGIO-164,164,41,instancias/bajo_contagio/BAJO_CONTAGIO-164.txt
bajo_contagio,BAJO_CONTAGIO-165,165,41,instancias/bajo_contagio/BAJO_CONTAGIO-165.txt
bajo_contagio,BAJO_CONTAGIO-166,166,41,instancias/bajo_contagio/BAJO_CONTAGIO-166.txt
bajo_contagio,BAJO_CONTAGIO-167,167,41,instancias/bajo_contagio/BAJO_CONTAGIO-167.txt
bajo_contagio,BAJO_CONTAGIO-168,168,42,instancias/bajo_contagio/BAJO_CONTAGIO-168.txt
bajo_contagio,BAJO_CONTAGIO-169,169,42,instancias/bajo_contagio/BAJO_CONTAGIO-169.txt
bajo_contagio,BAJO_CONTAGIO-170,170,42,instancias/bajo_contagio/BAJO_CONTAGIO-170.txt
bajo_contagio,BAJO_CONTAGIO-171,171,42,instancias/bajo_contagio/BAJO_CONTAGIO-171.txt
bajo_contagio,BAJO_CONTAGIO-172,172,43,instancias/bajo_contagio/BAJO_CONTAGIO-172.txt
bajo_contagio,BAJO_CONTAGIO-173,173,43,instancias/bajo_contagio/BAJO_CONTAGIO-173.txt
bajo_contagio,BAJO_CONTAGIO-174,174,43,instancias/bajo_contagio/BAJO_CONTAGIO-174.txt
bajo_contagio,BAJO_CONTAGIO-175,175,43,instancias/bajo_contagio/BAJO_CONTAGIO-175.txt
bajo_contagio,BAJO_CONTAGIO-176,176,44,instancias/bajo_contagio/BAJO_CONTAGIO-176.txt
bajo_contagio,BAJO_CONTAGIO-177,177,44,instancias/bajo_contagio/BAJO_CONTAGIO-177.txt
bajo_contagio,BAJO_CONTAGIO-178,178,44,instancias/bajo_contagio/BAJO_CONTAGIO-178.txt
bajo_contagio,BAJO_CONTAGIO-179,179,44,instancias/bajo_contagio/BAJO_CONTAGIO-179.txt
bajo_contagio,BAJO_CONTAGIO-180,180,45,instancias/bajo_contagio/BAJO_CONTAGIO-180.txt
bajo_contagio,BAJO_CONTAGIO-181,181,45,instancias/bajo_contagio/BAJO_CONTAGIO-181.txt
bajo_contagio,BAJO_CONTAGIO-182,182,45,instancias/bajo_contagio/BAJO_CONTAGIO-182.txt
bajo_contagio,BAJO_CONTAGIO-183,183,45,instancias/bajo_contagio/BAJO_CONTAGIO-183.txt
bajo_contagio,BAJO_CONTAGIO-184,184,46,instancias/bajo_contagio/BAJO_CONTAGIO-184.txt
bajo_contagio,BAJO_CONTAGIO-185,185,46,instancias/bajo_contagio/BAJO_CONTAGIO-185.txt
bajo_contagio,BAJO_CONTAGIO-186,186,46,instancias/bajo_contagio/BAJO_CONTAGIO-186.txt
bajo_contagio,BAJO_CONTAGIO-187,187,46,instancias/bajo_contagio/BAJO_CONTAGIO-187.txt
bajo_contagio,BAJO_CONTAGIO-188,188,47,instancias/bajo_contagio/BAJO_CONTAGIO-188.txt
bajo_contagio,BAJO_CONTAGIO-189,189,47,instancias/bajo_contagio/BAJO_CONTAGIO-189.txt
bajo_contagio,BAJO_CONTAGIO-190,190,47,instancias/bajo_contagio/BAJO_CONTAGIO-190.txt
bajo_contagio,BAJO_CONTAGIO-191,191,47,instancias/bajo_contagio/BAJO_CONTAGIO-191.txt
bajo_contagio,BAJO_CONTAGIO-192,192,48,instancias/bajo_contagio/BAJO_CONTAGIO-192.txt
bajo_contagio,BAJO_CONTAGIO-193,193,48,instancias/bajo_contagio/BAJO_CONTAGIO-193.txt
bajo_contagio,BAJO_CONTAGIO-194,194,48,instancias/bajo_contagio/BAJO_CONTAGIO-194.txt
bajo_contagio,BAJO_CONTAGIO-195,195,48,instancias/bajo_contagio/BAJO_CONTAGIO-195.txt
bajo_contagio,BAJO_CONTAGIO-196,196,49,instancias/bajo_contagio/BAJO_CONTAGIO-196.txt
bajo_contagio,BAJO_CONTAGIO-197,197,49,instancias/bajo_contagio/BAJO_CONTAGIO-197.txt
bajo_contagio,BAJO_CONTAGIO-198,198,49,instancias/bajo_contagio/BAJO_CONTAGIO-198.txt
bajo_contagio,BAJO_CONTAGIO-199,199,49,instancias/bajo_contagio/BAJO_CONTAGIO-199.txt
bajo_contagio,BAJO_CONTAGIO-200,200,50,instancias/bajo_contagio/BAJO_CONTAGIO-200.txt
bajo_contagio,BAJO_CONTAGIO-201,201,50,instancias/bajo_contagio/BAJO_CONTAGIO-201.txt
bajo_contagio,BAJO_CONTAGIO-202,202,50,instancias/bajo_contagio/BAJO_CONTAGIO-202.txt
bajo_contagio,BAJO_CONTAGIO-203,203,50,instancias/bajo_contagio/BAJO_CONTAGIO-203.txt
bajo_contagio,BAJO_CONTAGIO-204,204,51,instancias/bajo_contagio/BAJO_CONTAGIO-204.txt
bajo_contagio,BAJO_CONTAGIO-205,205,51,instancias/bajo_contagio/BAJO_CONTAGIO-205.txt
bajo_contagio,BAJO_CONTAGIO-206,206,51,instancias/bajo_contagio/BAJO_CONTAGIO-206.txt
bajo_contagio,BAJO_CONTAGIO-207,207,51,instancias/bajo_contagio/BAJO_CONTAGIO-207.txt
bajo_contagio,BAJO_CONTAGIO-208,208,52,instancias/bajo_contagio/BAJO_CONTAGIO-208.txt
bajo_contagio,BAJO_CONTAGIO-209,209,52,instancias/bajo_contagio/BAJO_CONTAGIO-209.txt
bajo_contagio,BAJO_CONTAGIO-210,210,52,instancias/bajo_contagio/BAJO_CONTAGIO-210.txt
bajo_contagio,BAJO_CONTAGIO-211,211,52,instancias/bajo_contagio/BAJO_CONTAGIO-211.txt
bajo_contagio,BAJO_CONTAGIO-212,212,53,instancias/bajo_contagio/BAJO_CONTAGIO-212.txt
bajo_contagio,BAJO_CONTAGIO-213,213,53,instancias/bajo_contagio/BAJO_CONTAGIO-213.txt
bajo_contagio,BAJO_CONTAGIO-214,214,53,instancias/bajo_contagio/BAJO_CONTAGIO-214.txt
bajo_contagio,BAJO_CONTAGIO-215,215,53,instancias/bajo_contagio/BAJO_CONTAGIO-215.txt
bajo_contagio,BAJO_CONTAGIO-216,216,54,instancias/bajo_contagio/BAJO_CONTAGIO-216.txt
bajo_contagio,BAJO_CONTAGIO-217,217,54,instancias/bajo_contagio/BAJO_CONTAGIO-217.txt
bajo_contagio,BAJO_CONTAGIO-218,218,54,instancias/bajo_contagio/BAJO_CONTAGIO-218.txt
bajo_contagio,BAJO_CONTAGIO-219,219,54,instancias/bajo_contagio/BAJO_CONTAGIO-219.txt
bajo_contagio,BAJO_CONTAGIO-220,220,55,instancias/bajo_contagio/BAJO_CONTAGIO-220.txt
bajo_contagio,BAJO_CONTAGIO-221,221,55,instancias/bajo_contagio/BAJO_CONTAGIO-221.txt
bajo_contagio,BAJO_CONTAGIO-222,222,55,instancias/bajo_contagio/BAJO_CONTAGIO-222.txt
bajo_contagio,BAJO_CONTAGIO-223,223,55,instancias/bajo_contagio/BAJO_CONTAGIO-223.txt
bajo_contagio,BAJO_CONTAGIO-224,224,56,instancias/bajo_contagio/BAJO_CONTAGIO-224.txt
bajo_contagio,BAJO_CONTAGIO-225,225,56,instancias/bajo_contagio/BAJO_CONTAGIO-225.txt
bajo_contagio,BAJO_CONTAGIO-226,226,56,instancias/bajo_contagio/BAJO_CONTAGIO-226.txt
bajo_contagio,BAJO_CONTAGIO-227,227,56,instancias/bajo_contagio/BAJO_CONTAGIO-227.txt
bajo_contagio,BAJO_CONTAGIO-228,228,57,instancias/bajo_contagio/BAJO_CONTAGIO-228.txt
bajo_contagio,BAJO_CONTAGIO-229,229,57,instancias/bajo_contagio/BAJO_CONTAGIO-229.txt
bajo_contagio,BAJO_CONTAGIO-230,230,57,instancias/bajo_contagio/BAJO_CONTAGIO-230.txt
bajo_contagio,BAJO_CONTAGIO-231,231,57,instancias/bajo_contagio/BAJO_CONTAGIO-231.txt
bajo_contagio,BAJO_CONTAGIO-232,232,58,instancias/bajo_contagio/BAJO_CONTAGIO-232.txt
bajo_contagio,BAJO_CONTAGIO-233,233,58,instancias/bajo_contagio/BAJO_CONTAGIO-233.txt
bajo_contagio,BAJO_CONTAGIO-234,234,58,instancias/bajo_contagio/BAJO_CONTAGIO-234.txt
bajo_contagio,BAJO_CONTAGIO-235,235,58,instancias/bajo_contagio/BAJO_CONTAGIO-235.txt
bajo_contagio,BAJO_CONTAGIO-236,236,59,instancias/bajo_contagio/BAJO_CONTAGIO-236.txt
bajo_contagio,BAJO_CONTAGIO-237,237,59,instancias/bajo_contagio/BAJO_CONTAGIO-237.txt
bajo_contagio,BAJO_CONTAGIO-238,238,59,instancias/bajo_contagio/BAJO_CONTAGIO-238.txt
bajo_contagio,BAJO_CONTAGIO-239,239,59,instancias/bajo_contagio/BAJO_CONTAGIO-239.txt
bajo_contagio,BAJO_CONTAGIO-240,240,60,instancias/bajo_contagio/BAJO_CONTAGIO-240.txt
bajo_contagio,BAJO_CONTAGIO-241,241,60,instancias/bajo_contagio/BAJO_CONTAGIO-241.txt
bajo_contagio,BAJO_CONTAGIO-242,242,60,instancias/bajo_contagio/BAJO_CONTAGIO-242.txt
bajo_contagio,BAJO_CONTAGIO-243,243,60,instancias/bajo_contagio/BAJO_CONTAGIO-243.txt
bajo_contagio,BAJO_CONTAGIO-244,244,61,instancias/bajo_contagio/BAJO_CONTAGIO-244.txt
