dataset,instancia,cantidad_locales,limite_contagio,archivo
mejor-caso-BT,BT-MC-23,23,1000,instancias/mejor-caso-BT/BT-MC-23.txt
mejor-caso-BT,BT-MC-24,24,1000,instancias/mejor-caso-BT/BT-MC-24.txt
mejor-caso-BT,BT-MC-25,25,1000,instancias/mejor-caso-BT/BT-MC-25.txt
mejor-caso-BT,BT-MC-26,26,1000,instancias/mejor-caso-BT/BT-MC-26.txt
mejor-caso-BT,BT-MC-27,27,1000,instancias/mejor-caso-BT/BT-MC-27.txt
mejor-caso-BT,BT-MC-28,28,1000,instancias/mejor-caso-BT/BT-MC-28.txt
mejor-caso-BT,BT-MC-29,29,1000,instancias/mejor-caso-BT/BT-MC-29.txt
mejor-caso-BT,BT-MC-30,30,1000,instancias/mejor-caso-BT/BT-MC-30.txt
mejor-caso-BT,BT-MC-31,31,1000,instancias/mejor-caso-BT/BT-MC-31.txt
mejor-caso-BT,BT-MC-32,32,1000,instancias/mejor-caso-BT/BT-MC-32.txt
mejor-caso-BT,BT-MC-33,33,1000,instancias/mejor-caso-BT/BT-MC-33.txt
mejor-caso-BT,BT-MC-34,34,1000,instancias/mejor-caso-BT/BT-MC-34.txt
mejor-caso-BT,BT-MC-35,35,1000,instancias/mejor-caso-BT/BT-MC-35.txt
mejor-caso-BT,BT-MC-36,36,1000,instancias/mejor-caso-BT/BT-MC-36.txt
mejor-caso-BT,BT-MC-37,37,1000,instancias/mejor-caso-BT/BT-MC-37.txt
mejor-caso-BT,BT-MC-38,38,1000,instancias/mejor-caso-BT/BT-MC-38.txt
mejor-caso-BT,BT-MC-39,39,1000,instancias/mejor-caso-BT/BT-MC-39.txt
mejor-caso-BT,BT-MC-40,40,1000,instancias/mejor-caso-BT/BT-MC-40.txt
mejor-caso-BT,BT-MC-41,41,1000,instancias/mejor-caso-BT/BT-MC-41.txt
mejor-caso-BT,BT-MC-42,42,1000,instancias/mejor-caso-BT/BT-MC-42.txt
mejor-caso-BT,BT-MC-43,43,1000,instancias/mejor-caso-BT/BT-MC-43.txt
mejor-caso-BT,BT-MC-44,44,1000,instancias/mejor-caso-BT/BT-MC-44.txt
mejor-caso-BT,BT-MC-45,45,1000,instancias/mejor-caso-BT/BT-MC-45.txt
mejor-caso-BT,BT-MC-46,46,1000,instancias/mejor-caso-BT/BT-MC-46.txt
mejor-caso-BT,BT-MC-47,47,1000,instancias/mejor-caso-BT/BT-MC-47.txt
mejor-caso-BT,BT-MC-48,48,1000,instancias/mejor-caso-BT/BT-MC-48.txt
mejor-caso-BT,BT-MC-49,49,1000,instancias/mejor-caso-BT/BT-MC-49.txt
mejor-caso-BT,BT-MC-50,50,1000,instancias/mejor-caso-BT/BT-MC-50.txt
mejor-caso-BT,BT-MC-51,51,1000,instancias/mejor-caso-BT/BT-MC-51.txt
mejor-caso-BT,BT-MC-52,52,1000,instancias/mejor-caso-BT/BT-MC-52.txt
mejor-caso-BT,BT-MC-53,53,1000,instancias/mejor-caso-BT/BT-MC-53.txt
mejor-caso-BT,BT-MC-54,54,1000,instancias/mejor-caso-BT/BT-MC-54.txt
mejor-caso-BT,BT-MC-55,55,1000,instancias/mejor-caso-BT/BT-MC-55.txt
mejor-caso-BT,BT-MC-56,56,1000,instancias/mejor-caso-BT/BT-MC-56.txt
mejor-caso-BT,BT-MC-57,57,1000,instancias/mejor-caso-BT/BT-MC-57.txt
mejor-caso-BT,BT-MC-58,58,1000,instancias/mejor-caso-BT/BT-MC-58.txt
mejor-caso-BT,BT-MC-59,59,1000,instancias/mejor-caso-BT/BT-MC-59.txt
mejor-caso-BT,BT-MC-60,60,1000,instancias/mejor-caso-BT/BT-MC-60.txt
mejor-caso-BT,BT-MC-61,61,1000,instancias/mejor-caso-BT/BT-MC-61.txt
mejor-caso-BT,BT-MC-62,62,1000,instancias/mejor-caso-BT/BT-MC-62.txt
mejor-caso-BT,BT-MC-63,63,1000,instancias/mejor-caso-BT/BT-MC-63.txt
mejor-caso-BT,BT-MC-64,64,1000,instancias/mejor-caso-BT/BT-MC-64.txt
mejor-caso-BT,BT-MC-65,65,1000,instancias/mejor-caso-BT/BT-MC-65.txt
mejor-caso-BT,BT-MC-66,66,1000,instancias/mejor-caso-BT/BT-MC-66.txt
mejor-caso-BT,BT-MC-67,67,1000,instancias/mejor-caso-BT/BT-MC-67.txt
mejor-caso-BT,BT-MC-68,68,1000,instancias/mejor-caso-BT/BT-MC-68.txt
mejor-caso-BT,BT-MC-69,69,1000,instancias/mejor-caso-BT/BT-MC-69.txt
mejor-caso-BT,BT-MC-70,70,1000,instancias/mejor-caso-BT/BT-MC-70.txt
mejor-caso-BT,BT-MC-71,71,1000,instancias/mejor-caso-BT/BT-MC-71.txt
mejor-caso-BT,BT-MC-72,72,1000,instancias/mejor-caso-BT/BT-MC-72.txt
mejor-caso-BT,BT-MC-73,73,1000,instancias/mejor-caso-BT/BT-MC-73.txt
mejor-caso-BT,BT-MC-74,74,1000,instancias/mejor-caso-BT/BT-MC-74.txt
mejor-caso-BT,BT-MC-75,75,1000,instancias/mejor-caso-BT/BT-MC-75.txt
mejor-caso-BT,BT-MC-76,76,1000,instancias/mejor-caso-BT/BT-MC-76.txt
mejor-caso-BT,BT-MC-77,77,1000,instancias/mejor-caso-BT/BT-MC-77.txt
mejor-caso-BT,BT-MC-78,78,1000,instancias/mejor-caso-BT/BT-MC-78.txt
mejor-caso-BT,BT-MC-79,79,1000,instancias/mejor-caso-BT/BT-MC-79.txt
mejor-caso-BT,BT-MC-80,80,1000,instancias/mejor-caso-BT/BT-MC-80.txt
mejor-caso-BT,BT-MC-81,81,1000,instancias/mejor-caso-BT/BT-MC-81.txt
mejor-caso-BT,BT-MC-82,82,1000,instancias/mejor-caso-BT/BT-MC-82.txt
mejor-caso-BT,BT-MC-83,83,1000,instancias/mejor-caso-BT/BT-MC-83.txt
mejor-caso-BT,BT-MC-84,84,1000,instancias/mejor-caso-BT/BT-MC-84.txt
mejor-caso-BT,BT-MC-85,85,1000,instancias/mejor-caso-BT/BT-MC-85.txt
mejor-caso-BT,BT-MC-86,86,1000,instancias/mejor-caso-BT/BT-MC-86.txt
mejor-caso-BT,BT-MC-87,87,1000,instancias/mejor-caso-BT/BT-MC-87.txt
mejor-caso-BT,BT-MC-88,88,1000,instancias/mejor-caso-BT/BT-MC-88.txt
mejor-caso-BT,BT-MC-89,89,1000,instancias/mejor-caso-BT/BT-MC-89.txt
mejor-caso-BT,BT-MC-90,90,1000,instancias/mejor-caso-BT/BT-MC-90.txt
mejor-caso-BT,BT-MC-91,91,1000,instancias/mejor-caso-BT/BT-MC-91.txt
mejor-caso-BT,BT-MC-92,92,1000,instancias/mejor-caso-BT/BT-MC-92.txt
mejor-caso-BT,BT-MC-93,93,1000,instancias/mejor-caso-BT/BT-MC-93.txt
mejor-caso-BT,BT-MC-94,94,1000,instancias/mejor-caso-BT/BT-MC-94.txt
mejor-caso-BT,BT-MC-95,95,1000,instancias/mejor-caso-BT/BT-MC-95.txt
mejor-caso-BT,BT-MC-96,96,1000,instancias/mejor-caso-BT/BT-MC-96.txt
mejor-caso-BT,BT-MC-97,97,1000,instancias/mejor-caso-BT/BT-MC-97.txt
mejor-caso-BT,BT-MC-98,98,1000,instancias/mejor-caso-BT/BT-MC-98.txt
mejor-caso-BT,BT-MC-99,99,1000,instancias/mejor-caso-BT/BT-MC-99.txt
mejor-caso-BT,BT-MC-100,100,1000,instancias/mejor-caso-BT/BT-MC-100.txt
mejor-caso-BT,BT-MC-101,101,1000,instancias/mejor-caso-BT/BT-MC-101.txt
mejor-caso-BT,BT-MC-102,102,1000,instancias/mejor-caso-BT/BT-MC-102.txt
mejor-caso-BT,BT-MC-103,103,1000,instancias/mejor-caso-BT/BT-MC-103.txt
mejor-caso-BT,BT-MC-104,104,1000,instancias/mejor-caso-BT/BT-MC-104.txt
mejor-caso-BT,BT-MC-105,105,1000,instancias/mejor-caso-BT/BT-MC-105.txt
mejor-caso-BT,BT-MC-106,106,1000,instancias/mejor-caso-BT/BT-MC-106.txt
mejor-caso-BT,BT-MC-107,107,1000,instancias/mejor-caso-BT/BT-MC-107.txt
mejor-caso-BT,BT-MC-108,108,1000,instancias/mejor-caso-BT/BT-MC-108.txt
mejor-caso-BT,BT-MC-109,109,1000,instancias/mejor-caso-BT/BT-MC-109.txt
mejor-caso-BT,BT-MC-110,110,1000,instancias/mejor-caso-BT/BT-MC-110.txt
mejor-caso-BT,BT-MC-111,111,1000,instancias/mejor-caso-BT/BT-MC-111.txt
mejor-caso-BT,BT-MC-112,112,1000,instancias/mejor-caso-BT/BT-MC-112.txt
mejor-caso-BT,BT-MC-113,113,1000,instancias/mejor-caso-BT/BT-MC-113.txt
mejor-caso-BT,BT-MC-114,114,1000,instancias/mejor-caso-BT/BT-MC-114.txt
mejor-caso-BT,BT-MC-115,115,1000,instancias/mejor-caso-BT/BT-MC-115.txt
mejor-caso-BT,BT-MC-116,116,1000,instancias/mejor-caso-BT/BT-MC-116.txt
mejor-caso-BT,BT-MC-117,117,1000,instancias/mejor-caso-BT/BT-MC-117.txt
mejor-caso-BT,BT-MC-118,118,1000,instancias/mejor-caso-BT/BT-MC-118.txt
mejor-caso-BT,BT-MC-119,119,1000,instancias/mejor-caso-BT/BT-MC-119.txt
mejor-caso-BT,BT-MC-120,120,1000,instancias/mejor-caso-BT/BT-MC-120.txt
mejor-caso-BT,BT-MC-121,121,1000,instancias/mejor-caso-BT/BT-MC-121.txt
mejor-caso-BT,BT-MC-122,122,1000,instancias/mejor-caso-BT/BT-MC-122.txt
mejor-caso-BT,BT-MC-123,123,1000,instancias/mejor-caso-BT/BT-MC-123.txt
mejor-caso-BT,BT-MC-124,124,1000,instancias/mejor-caso-BT/BT-MC-124.txt
mejor-caso-BT,BT-MC-125,125,1000,instancias/mejor-caso-BT/BT-MC-125.txt
mejor-caso-BT,BT-MC-126,126,1000,instancias/mejor-caso-BT/BT-MC-126.txt
mejor-caso-BT,BT-MC-127,127,1000,instancias/mejor-caso-BT/BT-MC-127.txt
mejor-caso-BT,BT-MC-128,128,1000,instancias/mejor-caso-BT/BT-MC-128.txt
mejor-caso-BT,BT-MC-129,129,1000,instancias/mejor-caso-BT/BT-MC-129.txt
mejor-caso-BT,BT-MC-130,130,1000,instancias/mejor-caso-BT/BT-MC-130.txt
mejor-caso-BT,BT-MC-131,131,1000,instancias/mejor-caso-BT/BT-MC-131.txt
mejor-caso-BT,BT-MC-132,132,1000,instancias/mejor-caso-BT/BT-MC-132.txt
mejor-caso-BT,BT-MC-133,133,1000,instancias/mejor-caso-BT/BT-MC-133.txt
mejor-caso-BT,BT-MC-134,134,1000,instancias/mejor-caso-BT/BT-MC-134.txt
mejor-caso-BT,BT-MC-135,135,1000,instancias/mejor-caso-BT/BT-MC-135.txt
mejor-caso-BT,BT-MC-136,136,1000,instancias/mejor-caso-BT/BT-MC-136.txt
mejor-caso-BT,BT-MC-137,137,1000,instancias/mejor-caso-BT/BT-MC-137.txt
mejor-caso-BT,BT-MC-138,138,1000,instancias/mejor-caso-BT/BT-MC-138.txt
mejor-caso-BT,BT-MC-139,139,1000,instancias/mejor-caso-BT/BT-MC-139.txt
mejor-caso-BT,BT-MC-140,140,1000,instancias/mejor-caso-BT/BT-MC-140.txt
mejor-caso-BT,BT-MC-141,141,1000,instancias/mejor-caso-BT/BT-MC-141.txt
mejor-caso-BT,BT-MC-142,142,1000,instancias/mejor-caso-BT/BT-MC-142.txt
mejor-caso-BT,BT-MC-143,143,1000,instancias/mejor-caso-BT/BT-MC-143.txt
mejor-caso-BT,BT-MC-144,144,1000,instancias/mejor-caso-BT/BT-MC-144.txt
mejor-caso-BT,BT-MC-145,145,1000,instancias/mejor-caso-BT/BT-MC-145.txt
mejor-caso-BT,BT-MC-146,146,1000,instancias/mejor-caso-BT/BT-MC-146.txt
mejor-caso-BT,BT-MC-147,147,1000,instancias/mejor-caso-BT/BT-MC-147.txt
mejor-caso-BT,BT-MC-148,148,1000,instancias/mejor-caso-BT/BT-MC-148.txt
mejor-caso-BT,BT-MC-149,149,1000,instancias/mejor-caso-BT/BT-MC-149.txt
mejor-caso-BT,BT-MC-150,150,1000,instancias/mejor-caso-BT/BT-MC-150.txt
mejor-caso-BT,BT-MC-151,151,1000,instancias/mejor-caso-BT/BT-MC-151.txt
mejor-caso-BT,BT-MC-152,152,1000,instancias/mejor-caso-BT/BT-MC-152.txt
mejor-caso-BT,BT-MC-153,153,1000,instancias/mejor-caso-BT/BT-MC-153.txt
mejor-caso-BT,BT-MC-154,154,1000,instancias/mejor-caso-BT/BT-MC-154.txt
mejor-caso-BT,BT-MC-155,155,1000,instancias/mejor-caso-BT/BT-MC-155.txt
mejor-caso-BT,BT-MC-156,156,1000,instancias/mejor-caso-BT/BT-MC-156.txt
mejor-caso-BT,BT-MC-157,157,1000,instancias/mejor-caso-BT/BT-MC-157.txt
mejor-caso-BT,BT-MC-158,158,1000,instancias/mejor-caso-BT/BT-MC-158.txt
mejor-caso-BT,BT-MC-159,159,1000,instancias/mejor-caso-BT/BT-MC-159.txt
mejor-caso-BT,BT-MC-160,160,1000,instancias/mejor-caso-BT/BT-MC-160.txt
mejor-caso-BT,BT-MC-161,161,1000,instancias/mejor-caso-BT/BT-MC-161.txt
mejor-caso-BT,BT-MC-162,162,1000,instancias/mejor-caso-BT/BT-MC-162.txt
mejor-caso-BT,BT-MC-163,163,1000,instancias/mejor-caso-BT/BT-MC-163.txt
mejor-caso-BT,BT-MC-164,164,1000,instancias/mejor-caso-BT/BT-MC-164.txt
mejor-caso-BT,BT-MC-165,165,1000,instancias/mejor-caso-BT/BT-MC-165.txt
mejor-caso-BT,BT-MC-166,166,1000,instancias/mejor-caso-BT/BT-MC-166.txt
mejor-caso-BT,BT-MC-167,167,1000,instancias/mejor-caso-BT/BT-MC-167.txt
mejor-caso-BT,BT-MC-168,168,1000,instancias/mejor-caso-BT/BT-MC-168.txt
mejor-caso-BT,BT-MC-169,169,1000,instancias/mejor-caso-BT/BT-MC-169.txt
mejor-caso-BT,BT-MC-170,170,1000,instancias/mejor-caso-BT/BT-MC-170.txt
mejor-caso-BT,BT-MC-171,171,1000,instancias/mejor-caso-BT/BT-MC-171.txt
mejor-caso-BT,BT-MC-172,172,1000,instancias/mejor-caso-BT/BT-MC-172.txt
mejor-caso-BT,BT-MC-173,173,1000,instancias/mejor-caso-BT/BT-MC-173.txt
mejor-caso-BT,BT-MC-174,174,1000,instancias/mejor-caso-BT/BT-MC-174.txt
mejor-caso-BT,BT-MC-175,175,1000,instancias/mejor-caso-BT/BT-MC-175.txt
mejor-caso-BT,BT-MC-176,176,1000,instancias/mejor-caso-BT/BT-MC-176.txt
mejor-caso-BT,BT-MC-177,177,1000,instancias/mejor-caso-BT/BT-MC-177.txt
mejor-caso-BT,BT-MC-178,178,1000,instancias/mejor-caso-BT/BT-MC-178.txt
mejor-caso-BT,BT-MC-179,179,1000,instancias/mejor-caso-BT/BT-MC-179.txt
mejor-caso-BT,BT-MC-180,180,1000,instancias/mejor-caso-BT/BT-MC-180.txt
mejor-caso-BT,BT-MC-181,181,1000,instancias/mejor-caso-BT/BT-MC-181.txt
mejor-caso-BT,BT-MC-182,182,1000,instancias/mejor-caso-BT/BT-MC-182.txt
mejor-caso-BT,BT-MC-183,183,1000,instancias/mejor-caso-BT/BT-MC-183.txt
mejor-caso-BT,BT-MC-184,184,1000,instancias/mejor-caso-BT/BT-MC-184.txt
mejor-caso-BT,BT-MC-185,185,1000,instancias/mejor-caso-BT/BT-MC-185.txt
mejor-caso-BT,BT-MC-186,186,1000,instancias/mejor-caso-BT/BT-MC-186.txt
mejor-caso-BT,BT-MC-187,187,1000,instancias/mejor-caso-BT/BT-MC-187.txt
mejor-caso-BT,BT-MC-188,188,1000,instancias/mejor-caso-BT/BT-MC-188.txt
mejor-caso-BT,BT-MC-189,189,1000,instancias/mejor-caso-BT/BT-MC-189.txt
mejor-caso-BT,BT-MC-190,190,1000,instancias/mejor-caso-BT/BT-MC-190.txt
mejor-caso-BT,BT-MC-191,191,1000,instancias/mejor-caso-BT/BT-MC-191.txt
mejor-caso-BT,BT-MC-192,192,1000,instancias/mejor-caso-BT/BT-MC-192.txt
mejor-caso-BT,BT-MC-193,193,1000,instancias/mejor-caso-BT/BT-MC-193.txt
mejor-caso-BT,BT-MC-194,194,1000,instancias/mejor-caso-BT/BT-MC-194.txt
mejor-caso-BT,BT-MC-195,195,1000,instancias/mejor-caso-BT/BT-MC-195.txt
mejor-caso-BT,BT-MC-196,196,1000,instancias/mejor-caso-BT/BT-MC-196.txt
mejor-caso-BT,BT-MC-197,197,1000,instancias/mejor-caso-BT/BT-MC-197.txt
mejor-caso-BT,BT-MC-198,198,1000,instancias/mejor-caso-BT/BT-MC-198.txt
mejor-caso-BT,BT-MC-199,199,1000,instancias/mejor-caso-BT/BT-MC-199.txt
mejor-caso-BT,BT-MC-200,200,1000,instancias/mejor-caso-BT/BT-MC-200.txt
mejor-caso-BT,BT-MC-201,201,1000,instancias/mejor-caso-BT/BT-MC-201.txt
mejor-caso-BT,BT-MC-202,202,1000,instancias/mejor-caso-BT/BT-MC-202.txt
mejor-caso-BT,BT-MC-203,203,1000,instancias/mejor-caso-BT/BT-MC-203.txt
mejor-caso-BT,BT-MC-204,204,1000,instancias/mejor-caso-BT/BT-MC-204.txt
mejor-caso-BT,BT-MC-205,205,1000,instancias/mejor-caso-BT/BT-MC-205.txt
mejor-caso-BT,BT-MC-206,206,1000,instancias/mejor-caso-BT/BT-MC-206.txt
mejor-caso-BT,BT-MC-207,207,1000,instancias/mejor-caso-BT/BT-MC-207.txt
mejor-caso-BT,BT-MC-208,208,1000,instancias/mejor-caso-BT/BT-MC-208.txt
mejor-caso-BT,BT-MC-209,209,1000,instancias/mejor-caso-BT/BT-MC-209.txt
mejor-caso-BT,BT-MC-210,210,1000,instancias/mejor-caso-BT/BT-MC-210.txt
mejor-caso-BT,BT-MC-211,211,1000,instancias/mejor-caso-BT/BT-MC-211.txt
mejor-caso-BT,BT-MC-212,212,1000,instancias/mejor-caso-BT/BT-MC-212.txt
mejor-caso-BT,BT-MC-213,213,1000,instancias/mejor-caso-BT/BT-MC-213.txt
mejor-caso-BT,BT-MC-214,214,1000,instancias/mejor-caso-BT/BT-MC-214.txt
mejor-caso-BT,BT-MC-215,215,1000,instancias/mejor-caso-BT/BT-MC-215.txt
mejor-caso-BT,BT-MC-216,216,1000,instancias/mejor-caso-BT/BT-MC-216.txt
mejor-caso-BT,BT-MC-217,217,1000,instancias/mejor-caso-BT/BT-MC-217.txt
mejor-caso-BT,BT-MC-218,218,1000,instancias/mejor-caso-BT/BT-MC-218.txt
mejor-caso-BT,BT-MC-219,219,1000,instancias/mejor-caso-BT/BT-MC-219.txt
mejor-caso-BT,BT-MC-220,220,1000,instancias/mejor-caso-BT/BT-MC-220.txt
mejor-caso-BT,BT-MC-221,221,1000,instancias/mejor-caso-BT/BT-MC-221.txt
mejor-caso-BT,BT-MC-222,222,1000,instancias/mejor-caso-BT/BT-MC-222.txt
mejor-caso-BT,BT-MC-223,223,1000,instancias/mejor-caso-BT/BT-MC-223.txt
mejor-caso-BT,BT-MC-224,224,1000,instancias/mejor-caso-BT/BT-MC-224.txt
mejor-caso-BT,BT-MC-225,225,1000,instancias/mejor-caso-BT/BT-MC-225.txt
mejor-caso-BT,BT-MC-226,226,1000,instancias/mejor-caso-BT/BT-MC-226.txt
mejor-caso-BT,BT-MC-227,227,1000,instancias/mejor-caso-BT/BT-MC-227.txt
mejor-caso-BT,BT-MC-228,228,1000,instancias/mejor-caso-BT/BT-MC-228.txt
mejor-caso-BT,BT-MC-229,229,1000,instancias/mejor-caso-BT/BT-MC-229.txt
mejor-caso-BT,BT-MC-230,230,1000,instancias/mejor-caso-BT/BT-MC-230.txt
mejor-caso-BT,BT-MC-231,231,1000,instancias/mejor-caso-BT/BT-MC-231.txt
mejor-caso-BT,BT-MC-232,232,1000,instancias/mejor-caso-BT/BT-MC-232.txt
mejor-caso-BT,BT-MC-233,233,1000,instancias/mejor-caso-BT/BT-MC-233.txt
mejor-caso-BT,BT-MC-234,234,1000,instancias/mejor-caso-BT/BT-MC-234.txt
mejor-caso-BT,BT-MC-235,235,1000,instancias/mejor-caso-BT/BT-MC-235.txt
mejor-caso-BT,BT-MC-236,236,1000,instancias/mejor-caso-BT/BT-MC-236.txt
mejor-caso-BT,BT-MC-237,237,1000,instancias/mejor-caso-BT/BT-MC-237.txt
mejor-caso-BT,BT-MC-238,238,1000,instancias/mejor-caso-BT/BT-MC-238.txt
mejor-caso-BT,BT-MC-239,239,1000,instancias/mejor-caso-BT/BT-MC-239.txt
mejor-caso-BT,BT-MC-240,240,1000,instancias/mejor-caso-BT/BT-MC-240.txt
mejor-caso-BT,BT-MC-241,241,1000,instancias/mejor-caso-BT/BT-MC-241.txt
mejor-caso-BT,BT-MC-242,242,1000,instancias/mejor-caso-BT/BT-MC-242.txt
mejor-caso-BT,BT-MC-243,243,1000,instancias/mejor-caso-BT/BT-MC-243.txt
mejor-caso-BT,BT-MC-244,244,1000,instancias/mejor-caso-BT/BT-MC-244.txt
mejor-caso-BT,BT-MC-245,245,1000,instancias/mejor-caso-BT/BT-MC-245.txt
mejor-caso-BT,BT-MC-246,246,1000,instancias/mejor-caso-BT/BT-MC-246.txt
mejor-caso-BT,BT-MC-247,247,1000,instancias/mejor-caso-BT/BT-MC-247.txt
mejor-caso-BT,BT-MC-248,248,1000,instancias/mejor-caso-BT/BT-MC-248.txt
mejor-caso-BT,BT-MC-249,249,1000,instancias/mejor-caso-BT/BT-MC-249.txt
mejor-caso-BT,BT-MC-250,250,1000,instancias/mejor-caso-BT/BT-MC-250.txt
mejor-caso-BT,BT-MC-251,251,1000,instancias/mejor-caso-BT/BT-MC-251.txt
mejor-caso-BT,BT-MC-252,252,1000,instancias/mejor-caso-BT/BT-MC-252.txt
mejor-caso-BT,BT-MC-253,253,1000,instancias/mejor-caso-BT/BT-MC-253.txt
mejor-caso-BT,BT-MC-254,254,1000,instancias/mejor-caso-BT/BT-MC-254.txt
mejor-caso-BT,BT-MC-255,255,1000,instancias/mejor-caso-BT/BT-MC-255.txt
mejor-caso-BT,BT-MC-256,256,1000,instancias/mejor-caso-BT/BT-MC-256.txt
mejor-caso-BT,BT-MC-257,257,1000,instancias/mejor-caso-BT/BT-MC-257.txt
mejor-caso-BT,BT-MC-258,258,1000,instancias/mejor-caso-BT/BT-MC-258.txt
mejor-caso-BT,BT-MC-259,259,1000,instancias/mejor-caso-BT/BT-MC-259.txt
mejor-caso-BT,BT-MC-260,260,1000,instancias/mejor-caso-BT/BT-MC-260.txt
mejor-caso-BT,BT-MC-261,261,1000,instancias/mejor-caso-BT/BT-MC-261.txt
mejor-caso-BT,BT-MC-262,262,1000,instancias/mejor-caso-BT/BT-MC-262.txt
mejor-caso-BT,BT-MC-263,263,1000,instancias/mejor-caso-BT/BT-MC-263.txt
mejor-caso-BT,BT-MC-264,264,1000,instancias/mejor-caso-BT/BT-MC-264.txt
mejor-caso-BT,BT-MC-265,265,1000,instancias/mejor-caso-BT/BT-MC-265.txt
mejor-caso-BT,BT-MC-266,266,1000,instancias/mejor-caso-BT/BT-MC-266.txt
mejor-caso-BT,BT-MC-267,267,1000,instancias/mejor-caso-BT/BT-MC-267.txt
mejor-caso-BT,BT-MC-268,268,1000,instancias/mejor-caso-BT/BT-MC-268.txt
mejor-caso-BT,BT-MC-269,269,1000,instancias/mejor-caso-BT/BT-MC-269.txt
mejor-caso-BT,BT-MC-270,270,1000,instancias/mejor-caso-BT/BT-MC-270.txt
mejor-caso-BT,BT-MC-271,271,1000,instancias/mejor-caso-BT/BT-MC-271.txt
mejor-caso-BT,BT-MC-272,272,1000,instancias/mejor-caso-BT/BT-MC-272.txt
mejor-caso-BT,BT-MC-273,273,1000,instancias/mejor-caso-BT/BT-MC-273.txt
mejor-caso-BT,BT-MC-274,274,1000,instancias/mejor-caso-BT/BT-MC-274.txt
mejor-caso-BT,BT-MC-275,275,1000,instancias/mejor-caso-BT/BT-MC-275.txt
mejor-caso-BT,BT-MC-276,276,1000,instancias/mejor-caso-BT/BT-MC-276.txt
mejor-caso-BT,BT-MC-277,277,1000,instancias/mejor-caso-BT/BT-MC-277.txt
mejor-caso-BT,BT-MC-278,278,1000,instancias/mejor-caso-BT/BT-MC-278.txt
mejor-caso-BT,BT-MC-279,279,1000,instancias/mejor-caso-BT/BT-MC-279.txt
mejor-caso-BT,BT-MC-280,280,1000,instancias/mejor-caso-BT/BT-MC-280.txt
mejor-caso-BT,BT-MC-281,281,1000,instancias/mejor-caso-BT/BT-MC-281.txt
mejor-caso-BT,BT-MC-282,282,1000,instancias/mejor-caso-BT/BT-MC-282.txt
mejor-caso-BT,BT-MC-283,283,1000,instancias/mejor-caso-BT/BT-MC-283.txt
mejor-caso-BT,BT-MC-284,284,1000,instancias/mejor-caso-BT/BT-MC-284.txt
mejor-caso-BT,BT-MC-285,285,1000,instancias/mejor-caso-BT/BT-MC-285.txt
mejor-caso-BT,BT-MC-286,286,1000,instancias/mejor-caso-BT/BT-MC-286.txt
mejor-caso-BT,BT-MC-287,287,1000,instancias/mejor-caso-BT/BT-MC-287.txt
mejor-caso-BT,BT-MC-288,288,1000,instancias/mejor-caso-BT/BT-MC-288.txt
mejor-caso-BT,BT-MC-289,289,1000,instancias/mejor-caso-BT/BT-MC-289.txt
mejor-caso-BT,BT-MC-290,290,1000,instancias/mejor-caso-BT/BT-MC-290.txt
