dataset,instancia,cantidad_locales,limite_contagio,archivo
variacion_n_m,DP-100-1500,100,1500,instancias/variacion_n_m/DP-100-1500.txt
variacion_n_m,DP-100-1550,100,1550,instancias/variacion_n_m/DP-100-1550.txt
variacion_n_m,DP-100-1600,100,1600,instancias/variacion_n_m/DP-100-1600.txt
variacion_n_m,DP-100-1650,100,1650,instancias/variacion_n_m/DP-100-1650.txt
variacion_n_m,DP-150-100,150,100,instancias/variacion_n_m/DP-150-100.txt
variacion_n_m,DP-150-150,150,150,instancias/variacion_n_m/DP-150-150.txt
variacion_n_m,DP-150-200,150,200,instancias/variacion_n_m/DP-150-200.txt
variacion_n_m,DP-150-250,150,250,instancias/variacion_n_m/DP-150-250.txt
variacion_n_m,DP-150-300,150,300,instancias/variacion_n_m/DP-150-300.txt
variacion_n_m,DP-150-350,150,350,instancias/variacion_n_m/DP-150-350.txt
variacion_n_m,DP-150-400,150,400,instancias/variacion_n_m/DP-150-400.txt
variacion_n_m,DP-150-450,150,450,instancias/variacion_n_m/DP-150-450.txt
variacion_n_m,DP-150-500,150,500,instancias/variacion_n_m/DP-150-500.txt
variacion_n_m,DP-150-550,150,550,instancias/variacion_n_m/DP-150-550.txt
variacion_n_m,DP-150-600,150,600,instancias/variacion_n_m/DP-150-600.txt
variacion_n_m,DP-150-650,150,650,instancias/variacion_n_m/DP-150-650.txt
variacion_n_m,DP-150-700,150,700,instancias/variacion_n_m/DP-150-700.txt
variacion_n_m,DP-150-750,150,750,instancias/variacion_n_m/DP-150-750.txt
variacion_n_m,DP-150-800,150,800,instancias/variacion_n_m/DP-150-800.txt
variacion_n_m,DP-150-850,150,850,instancias/variacion_n_m/DP-150-850.txt
variacion_n_m,DP-150-900,150,900,instancias/variacion_n_m/DP-150-900.txt
variacion_n_m,DP-150-950,150,950,instancias/variacion_n_m/DP-150-950.txt
variacion_n_m,DP-150-1000,150,1000,instancias/variacion_n_m/DP-150-1000.txt
variacion_n_m,DP-150-1050,150,1050,instancias/variacion_n_m/DP-150-1050.txt
variacion_n_m,DP-150-1100,150,1100,instancias/variacion_n_m/DP-150-1100.txt
variacion_n_m,DP-150-1150,150,1150,instancias/variacion_n_m/DP-150-1150.txt
variacion_n_m,DP-150-1200,150,1200,instancias/variacion_n_m/DP-150-1200.txt
variacion_n_m,DP-150-1250,150,1250,instancias/variacion_n_m/DP-150-1250.txt
variacion_n_m,DP-150-1300,150,1300,instancias/variacion_n_m/DP-150-1300.txt
variacion_n_m,DP-150-1350,150,1350,instancias/variacion_n_m/DP-150-1350.txt
variacion_n_m,DP-150-1400,150,1400,instancias/variacion_n_m/DP-150-1400.txt
variacion_n_m,DP-150-1450,150,1450,instancias/variacion_n_m/DP-150-1450.txt
variacion_n_m,DP-150-1500,150,1500,instancias/variacion_n_m/DP-150-1500.txt
variacion_n_m,DP-150-1550,150,1550,instancias/variacion_n_m/DP-150-1550.txt
variacion_n_m,DP-150-1600,150,1600,instancias/variacion_n_m/DP-150-1600.txt
variacion_n_m,DP-150-1650,150,1650,instancias/variacion_n_m/DP-150-1650.txt
variacion_n_m,DP-200-100,200,100,instancias/variacion_n_m/DP-200-100.txt
variacion_n_m,DP-200-150,200,150,instancias/variacion_n_m/DP-200-150.txt
variacion_n_m,DP-200-200,200,200,instancias/variacion_n_m/DP-200-200.txt
variacion_n_m,DP-200-250,200,250,instancias/variacion_n_m/DP-200-250.txt
variacion_n_m,DP-200-300,200,300,instancias/variacion_n_m/DP-200-300.txt
variacion_n_m,DP-200-350,200,350,instancias/variacion_n_m/DP-200-350.txt
variacion_n_m,DP-200-400,200,400,instancias/variacion_n_m/DP-200-400.txt
variacion_n_m,DP-200-450,200,450,instancias/variacion_n_m/DP-200-450.txt
variacion_n_m,DP-200-500,200,500,instancias/variacion_n_m/DP-200-500.txt
variacion_n_m,DP-200-550,200,550,instancias/variacion_n_m/DP-200-550.txt
variacion_n_m,DP-200-600,200,600,instancias/variacion_n_m/DP-200-600.txt
variacion_n_m,DP-200-650,200,650,instancias/variacion_n_m/DP-200-650.txt
variacion_n_m,DP-200-700,200,700,instancias/variacion_n_m/DP-200-700.txt
variacion_n_m,DP-200-750,200,750,instancias/variacion_n_m/DP-200-750.txt
variacion_n_m,DP-200-800,200,800,instancias/variacion_n_m/DP-200-800.txt
variacion_n_m,DP-200-850,200,850,instancias/variacion_n_m/DP-200-850.txt
variacion_n_m,DP-200-900,200,900,instancias/variacion_n_m/DP-200-900.txt
variacion_n_m,DP-200-950,200,950,instancias/variacion_n_m/DP-200-950.txt
variacion_n_m,DP-200-1000,200,1000,instancias/variacion_n_m/DP-200-1000.txt
variacion_n_m,DP-200-1050,200,1050,instancias/variacion_n_m/DP-200-1050.txt
variacion_n_m,DP-200-1100,200,1100,instancias/variacion_n_m/DP-200-1100.txt
variacion_n_m,DP-200-1150,200,1150,instancias/variacion_n_m/DP-200-1150.txt
variacion_n_m,DP-200-1200,200,1200,instancias/variacion_n_m/DP-200-1200.txt
variacion_n_m,DP-200-1250,200,1250,instancias/variacion_n_m/DP-200-1250.txt
variacion_n_m,DP-200-1300,200,1300,instancias/variacion_n_m/DP-200-1300.txt
variacion_n_m,DP-200-1350,200,1350,instancias/variacion_n_m/DP-200-1350.txt
variacion_n_m,DP-200-1400,200,1400,instancias/variacion_n_m/DP-200-1400.txt
variacion_n_m,DP-200-1450,200,1450,instancias/variacion_n_m/DP-200-1450.txt
variacion_n_m,DP-200-1500,200,1500,instancias/variacion_n_m/DP-200-1500.txt
variacion_n_m,DP-200-1550,200,1550,instancias/variacion_n_m/DP-200-1550.txt
variacion_n_m,DP-200-1600,200,1600,instancias/variacion_n_m/DP-200-1600.txt
variacion_n_m,DP-200-1650,200,1650,instancias/variacion_n_m/DP-200-1650.txt
variacion_n_m,DP-250-100,250,100,instancias/variacion_n_m/DP-250-100.txt
variacion_n_m,DP-250-150,250,150,instancias/variacion_n_m/DP-250-150.txt
variacion_n_m,DP-250-200,250,200,instancias/variacion_n_m/DP-250-200.txt
variacion_n_m,DP-250-250,250,250,instancias/variacion_n_m/DP-250-250.txt
variacion_n_m,DP-250-300,250,300,instancias/variacion_n_m/DP-250-300.txt
variacion_n_m,DP-250-350,250,350,instancias/variacion_n_m/DP-250-350.txt
variacion_n_m,DP-250-400,250,400,instancias/variacion_n_m/DP-250-400.txt
variacion_n_m,DP-250-450,250,450,instancias/variacion_n_m/DP-250-450.txt
variacion_n_m,DP-250-500,250,500,instancias/variacion_n_m/DP-250-500.txt
variacion_n_m,DP-250-550,250,550,instancias/variacion_n_m/DP-250-550.txt
variacion_n_m,DP-250-600,250,600,instancias/variacion_n_m/DP-250-600.txt
variacion_n_m,DP-250-650,250,650,instancias/variacion_n_m/DP-250-650.txt
variacion_n_m,DP-250-700,250,700,instancias/variacion_n_m/DP-250-700.txt
variacion_n_m,DP-250-750,250,750,instancias/variacion_n_m/DP-250-750.txt
variacion_n_m,DP-250-800,250,800,instancias/variacion_n_m/DP-250-800.txt
variacion_n_m,DP-250-850,250,850,instancias/variacion_n_m/DP-250-850.txt
variacion_n_m,DP-250-900,250,900,instancias/variacion_n_m/DP-250-900.txt
variacion_n_m,DP-250-950,250,950,instancias/variacion_n_m/DP-250-950.txt
variacion_n_m,DP-250-1000,250,1000,instancias/variacion_n_m/DP-250-1000.txt
variacion_n_m,DP-250-1050,250,1050,instancias/variacion_n_m/DP-250-1050.txt
variacion_n_m,DP-250-1100,250,1100,instancias/variacion_n_m/DP-250-1100.txt
variacion_n_m,DP-250-1150,250,1150,instancias/variacion_n_m/DP-250-1150.txt
variacion_n_m,DP-250-1200,250,1200,instancias/variacion_n_m/DP-250-1200.txt
variacion_n_m,DP-250-1250,250,1250,instancias/variacion_n_m/DP-250-1250.txt
variacion_n_m,DP-250-1300,250,1300,instancias/variacion_n_m/DP-250-1300.txt
variacion_n_m,DP-250-1350,250,1350,instancias/variacion_n_m/DP-250-1350.txt
variacion_n_m,DP-250-1400,250,1400,instancias/variacion_n_m/DP-250-1400.txt
variacion_n_m,DP-250-1450,250,1450,instancias/variacion_n_m/DP-250-1450.txt
variacion_n_m,DP-250-1500,250,1500,instancias/variacion_n_m/DP-250-1500.txt
variacion_n_m,DP-250-1550,250,1550,instancias/variacion_n_m/DP-250-1550.txt
variacion_n_m,DP-250-1600,250,1600,instancias/variacion_n_m/DP-250-1600.txt
variacion_n_m,DP-250-1650,250,1650,instancias/variacion_n_m/DP-250-1650.txt
variacion_n_m,DP-300-100,300,100,instancias/variacion_n_m/DP-300-100.txt
variacion_n_m,DP-300-150,300,150,instancias/variacion_n_m/DP-300-150.txt
variacion_n_m,DP-300-200,300,200,instancias/variacion_n_m/DP-300-200.txt
variacion_n_m,DP-300-250,300,250,instancias/variacion_n_m/DP-300-250.txt
variacion_n_m,DP-300-300,300,300,instancias/variacion_n_m/DP-300-300.txt
variacion_n_m,DP-300-350,300,350,instancias/variacion_n_m/DP-300-350.txt
variacion_n_m,DP-300-400,300,400,instancias/variacion_n_m/DP-300-400.txt
variacion_n_m,DP-300-450,300,450,instancias/variacion_n_m/DP-300-450.txt
variacion_n_m,DP-300-500,300,500,instancias/variacion_n_m/DP-300-500.txt
variacion_n_m,DP-300-550,300,550,instancias/variacion_n_m/DP-300-550.txt
variacion_n_m,DP-300-600,300,600,instancias/variacion_n_m/DP-300-600.txt
variacion_n_m,DP-300-650,300,650,instancias/variacion_n_m/DP-300-650.txt
variacion_n_m,DP-300-700,300,700,instancias/variacion_n_m/DP-300-700.txt
variacion_n_m,DP-300-750,300,750,instancias/variacion_n_m/DP-300-750.txt
variacion_n_m,DP-300-800,300,800,instancias/variacion_n_m/DP-300-800.txt
variacion_n_m,DP-300-850,300,850,instancias/variacion_n_m/DP-300-850.txt
variacion_n_m,DP-300-900,300,900,instancias/variacion_n_m/DP-300-900.txt
variacion_n_m,DP-300-950,300,950,instancias/variacion_n_m/DP-300-950.txt
variacion_n_m,DP-300-1000,300,1000,instancias/variacion_n_m/DP-300-1000.txt
variacion_n_m,DP-300-1050,300,1050,instancias/variacion_n_m/DP-300-1050.txt
variacion_n_m,DP-300-1100,300,1100,instancias/variacion_n_m/DP-300-1100.txt
variacion_n_m,DP-300-1150,300,1150,instancias/variacion_n_m/DP-300-1150.txt
variacion_n_m,DP-300-1200,300,1200,instancias/variacion_n_m/DP-300-1200.txt
variacion_n_m,DP-300-1250,300,1250,instancias/variacion_n_m/DP-300-1250.txt
variacion_n_m,DP-300-1300,300,1300,instancias/variacion_n_m/DP-300-1300.txt
variacion_n_m,DP-300-1350,300,1350,instancias/variacion_n_m/DP-300-1350.txt
variacion_n_m,DP-300-1400,300,1400,instancias/variacion_n_m/DP-300-1400.txt
variacion_n_m,DP-300-1450,300,1450,instancias/variacion_n_m/DP-300-1450.txt
variacion_n_m,DP-300-1500,300,1500,instancias/variacion_n_m/DP-300-1500.txt
variacion_n_m,DP-300-1550,300,1550,instancias/variacion_n_m/DP-300-1550.txt
variacion_n_m,DP-300-1600,300,1600,instancias/variacion_n_m/DP-300-1600.txt
variacion_n_m,DP-300-1650,300,1650,instancias/variacion_n_m/DP-300-1650.txt
variacion_n_m,DP-350-100,350,100,instancias/variacion_n_m/DP-350-100.txt
variacion_n_m,DP-350-150,350,150,instancias/variacion_n_m/DP-350-150.txt
variacion_n_m,DP-350-200,350,200,instancias/variacion_n_m/DP-350-200.txt
variacion_n_m,DP-350-250,350,250,instancias/variacion_n_m/DP-350-250.txt
variacion_n_m,DP-350-300,350,300,instancias/variacion_n_m/DP-350-300.txt
variacion_n_m,DP-350-350,350,350,instancias/variacion_n_m/DP-350-350.txt
variacion_n_m,DP-350-400,350,400,instancias/variacion_n_m/DP-350-400.txt
variacion_n_m,DP-350-450,350,450,instancias/variacion_n_m/DP-350-450.txt
variacion_n_m,DP-350-500,350,500,instancias/variacion_n_m/DP-350-500.txt
variacion_n_m,DP-350-550,350,550,instancias/variacion_n_m/DP-350-550.txt
variacion_n_m,DP-350-600,350,600,instancias/variacion_n_m/DP-350-600.txt
variacion_n_m,DP-350-650,350,650,instancias/variacion_n_m/DP-350-650.txt
variacion_n_m,DP-350-700,350,700,instancias/variacion_n_m/DP-350-700.txt
variacion_n_m,DP-350-750,350,750,instancias/variacion_n_m/DP-350-750.txt
variacion_n_m,DP-350-800,350,800,instancias/variacion_n_m/DP-350-800.txt
variacion_n_m,DP-350-850,350,850,instancias/variacion_n_m/DP-350-850.txt
variacion_n_m,DP-350-900,350,900,instancias/variacion_n_m/DP-350-900.txt
variacion_n_m,DP-350-950,350,950,instancias/variacion_n_m/DP-350-950.txt
variacion_n_m,DP-350-1000,350,1000,instancias/variacion_n_m/DP-350-1000.txt
variacion_n_m,DP-350-1050,350,1050,instancias/variacion_n_m/DP-350-1050.txt
variacion_n_m,DP-350-1100,350,1100,instancias/variacion_n_m/DP-350-1100.txt
variacion_n_m,DP-350-1150,350,1150,instancias/variacion_n_m/DP-350-1150.txt
variacion_n_m,DP-350-1200,350,1200,instancias/variacion_n_m/DP-350-1200.txt
variacion_n_m,DP-350-1250,350,1250,instancias/variacion_n_m/DP-350-1250.txt
variacion_n_m,DP-350-1300,350,1300,instancias/variacion_n_m/DP-350-1300.txt
variacion_n_m,DP-350-1350,350,1350,instancias/variacion_n_m/DP-350-1350.txt
variacion_n_m,DP-350-1400,350,1400,instancias/variacion_n_m/DP-350-1400.txt
variacion_n_m,DP-350-1450,350,1450,instancias/variacion_n_m/DP-350-1450.txt
variacion_n_m,DP-350-1500,350,1500,instancias/variacion_n_m/DP-350-1500.txt
variacion_n_m,DP-350-1550,350,1550,instancias/variacion_n_m/DP-350-1550.txt
variacion_n_m,DP-350-1600,350,1600,instancias/variacion_n_m/DP-350-1600.txt
variacion_n_m,DP-350-1650,350,1650,instancias/variacion_n_m/DP-350-1650.txt
variacion_n_m,DP-400-100,400,100,instancias/variacion_n_m/DP-400-100.txt
variacion_n_m,DP-400-150,400,150,instancias/variacion_n_m/DP-400-150.txt
variacion_n_m,DP-400-200,400,200,instancias/variacion_n_m/DP-400-200.txt
variacion_n_m,DP-400-250,400,250,instancias/variacion_n_m/DP-400-250.txt
variacion_n_m,DP-400-300,400,300,instancias/variacion_n_m/DP-400-300.txt
variacion_n_m,DP-400-350,400,350,instancias/variacion_n_m/DP-400-350.txt
variacion_n_m,DP-400-400,400,400,instancias/variacion_n_m/DP-400-400.txt
variacion_n_m,DP-400-450,400,450,instancias/variacion_n_m/DP-400-450.txt
variacion_n_m,DP-400-500,400,500,instancias/variacion_n_m/DP-400-500.txt
variacion_n_m,DP-400-550,400,550,instancias/variacion_n_m/DP-400-550.txt
variacion_n_m,DP-400-600,400,600,instancias/variacion_n_m/DP-400-600.txt
variacion_n_m,DP-400-650,400,650,instancias/variacion_n_m/DP-400-650.txt
variacion_n_m,DP-400-700,400,700,instancias/variacion_n_m/DP-400-700.txt
variacion_n_m,DP-400-750,400,750,instancias/variacion_n_m/DP-400-750.txt
variacion_n_m,DP-400-800,400,800,instancias/variacion_n_m/DP-400-800.txt
variacion_n_m,DP-400-850,400,850,instancias/variacion_n_m/DP-400-850.txt
variacion_n_m,DP-400-900,400,900,instancias/variacion_n_m/DP-400-900.txt
variacion_n_m,DP-400-950,400,950,instancias/variacion_n_m/DP-400-950.txt
variacion_n_m,DP-400-1000,400,1000,instancias/variacion_n_m/DP-400-1000.txt
variacion_n_m,DP-400-1050,400,1050,instancias/variacion_n_m/DP-400-1050.txt
variacion_n_m,DP-400-1100,400,1100,instancias/variacion_n_m/DP-400-1100.txt
variacion_n_m,DP-400-1150,400,1150,instancias/variacion_n_m/DP-400-1150.txt
variacion_n_m,DP-400-1200,400,1200,instancias/variacion_n_m/DP-400-1200.txt
variacion_n_m,DP-400-1250,400,1250,instancias/variacion_n_m/DP-400-1250.txt
variacion_n_m,DP-400-1300,400,1300,instancias/variacion_n_m/DP-400-1300.txt
variacion_n_m,DP-400-1350,400,1350,instancias/variacion_n_m/DP-400-1350.txt
variacion_n_m,DP-400-1400,400,1400,instancias/variacion_n_m/DP-400-1400.txt
variacion_n_m,DP-400-1450,400,1450,instancias/variacion_n_m/DP-400-1450.txt
variacion_n_m,DP-400-1500,400,1500,instancias/variacion_n_m/DP-400-1500.txt
variacion_n_m,DP-400-1550,400,1550,instancias/variacion_n_m/DP-400-1550.txt
variacion_n_m,DP-400-1600,400,1600,instancias/variacion_n_m/DP-400-1600.txt
variacion_n_m,DP-400-1650,400,1650,instancias/variacion_n_m/DP-400-1650.txt
variacion_n_m,DP-450-100,450,100,instancias/variacion_n_m/DP-450-100.txt
variacion_n_m,DP-450-150,450,150,instancias/variacion_n_m/DP-450-150.txt
variacion_n_m,DP-450-200,450,200,instancias/variacion_n_m/DP-450-200.txt
variacion_n_m,DP-450-250,450,250,instancias/variacion_n_m/DP-450-250.txt
variacion_n_m,DP-450-300,450,300,instancias/variacion_n_m/DP-450-300.txt
variacion_n_m,DP-450-350,450,350,instancias/variacion_n_m/DP-450-350.txt
variacion_n_m,DP-450-400,450,400,instancias/variacion_n_m/DP-450-400.txt
variacion_n_m,DP-450-450,450,450,instancias/variacion_n_m/DP-450-450.txt
variacion_n_m,DP-450-500,450,500,instancias/variacion_n_m/DP-450-500.txt
variacion_n_m,DP-450-550,450,550,instancias/variacion_n_m/DP-450-550.txt
variacion_n_m,DP-450-600,450,600,instancias/variacion_n_m/DP-450-600.txt
variacion_n_m,DP-450-650,450,650,instancias/variacion_n_m/DP-450-650.txt
variacion_n_m,DP-450-700,450,700,instancias/variacion_n_m/DP-450-700.txt
variacion_n_m,DP-450-750,450,750,instancias/variacion_n_m/DP-450-750.txt
variacion_n_m,DP-450-800,450,800,instancias/variacion_n_m/DP-450-800.txt
variacion_n_m,DP-450-850,450,850,instancias/variacion_n_m/DP-450-850.txt
variacion_n_m,DP-450-900,450,900,instancias/variacion_n_m/DP-450-900.txt
variacion_n_m,DP-450-950,450,950,instancias/variacion_n_m/DP-450-950.txt
variacion_n_m,DP-450-1000,450,1000,instancias/variacion_n_m/DP-450-1000.txt
variacion_n_m,DP-450-1050,450,1050,instancias/variacion_n_m/DP-450-1050.txt
variacion_n_m,DP-450-1100,450,1100,instancias/variacion_n_m/DP-450-1100.txt
variacion_n_m,DP-450-1150,450,1150,instancias/variacion_n_m/DP-450-1150.txt
variacion_n_m,DP-450-1200,450,1200,instancias/variacion_n_m/DP-450-1200.txt
variacion_n_m,DP-450-1250,450,1250,instancias/variacion_n_m/DP-450-1250.txt
variacion_n_m,DP-450-1300,450,1300,instancias/variacion_n_m/DP-450-1300.txt
variacion_n_m,DP-450-1350,450,1350,instancias/variacion_n_m/DP-450-1350.txt
variacion_n_m,DP-450-1400,450,1400,instancias/variacion_n_m/DP-450-1400.txt
variacion_n_m,DP-450-1450,450,1450,instancias/variacion_n_m/DP-450-1450.txt
variacion_n_m,DP-450-1500,450,1500,instancias/variacion_n_m/DP-450-1500.txt
variacion_n_m,DP-450-1550,450,1550,instancias/variacion_n_m/DP-450-1550.txt
variacion_n_m,DP-450-1600,450,1600,instancias/variacion_n_m/DP-450-1600.txt
variacion_n_m,DP-450-1650,450,1650,instancias/variacion_n_m/DP-450-1650.txt
variacion_n_m,DP-500-100,500,100,instancias/variacion_n_m/DP-500-100.txt
variacion_n_m,DP-500-150,500,150,instancias/variacion_n_m/DP-500-150.txt
variacion_n_m,DP-500-200,500,200,instancias/variacion_n_m/DP-500-200.txt
variacion_n_m,DP-500-250,500,250,instancias/variacion_n_m/DP-500-250.txt
variacion_n_m,DP-500-300,500,300,instancias/variacion_n_m/DP-500-300.txt
variacion_n_m,DP-500-350,500,350,instancias/variacion_n_m/DP-500-350.txt
variacion_n_m,DP-500-400,500,400,instancias/variacion_n_m/DP-500-400.txt
variacion_n_m,DP-500-450,500,450,instancias/variacion_n_m/DP-500-450.txt
variacion_n_m,DP-500-500,500,500,instancias/variacion_n_m/DP-500-500.txt
variacion_n_m,DP-500-550,500,550,instancias/variacion_n_m/DP-500-550.txt
variacion_n_m,DP-500-600,500,600,instancias/variacion_n_m/DP-500-600.txt
variacion_n_m,DP-500-650,500,650,instancias/variacion_n_m/DP-500-650.txt
variacion_n_m,DP-500-700,500,700,instancias/variacion_n_m/DP-500-700.txt
variacion_n_m,DP-500-750,500,750,instancias/variacion_n_m/DP-500-750.txt
variacion_n_m,DP-500-800,500,800,instancias/variacion_n_m/DP-500-800.txt
variacion_n_m,DP-500-850,500,850,instancias/variacion_n_m/DP-500-850.txt
variacion_n_m,DP-500-900,500,900,instancias/variacion_n_m/DP-500-900.txt
variacion_n_m,DP-500-950,500,950,instancias/variacion_n_m/DP-500-950.txt
variacion_n_m,DP-500-1000,500,1000,instancias/variacion_n_m/DP-500-1000.txt
variacion_n_m,DP-500-1050,500,1050,instancias/variacion_n_m/DP-500-1050.txt
variacion_n_m,DP-500-1100,500,1100,instancias/variacion_n_m/DP-500-1100.txt
variacion_n_m,DP-500-1150,500,1150,instancias/variacion_n_m/DP-500-1150.txt
variacion_n_m,DP-500-1200,500,1200,instancias/variacion_n_m/DP-500-1200.txt
variacion_n_m,DP-500-1250,500,1250,instancias/variacion_n_m/DP-500-1250.txt
variacion_n_m,DP-500-1300,500,1300,instancias/variacion_n_m/DP-500-1300.txt
variacion_n_m,DP-500-1350,500,1350,instancias/variacion_n_m/DP-500-1350.txt
variacion_n_m,DP-500-1400,500,1400,instancias/variacion_n_m/DP-500-1400.txt
variacion_n_m,DP-500-1450,500,1450,instancias/variacion_n_m/DP-500-1450.txt
variacion_n_m,DP-500-1500,500,1500,instancias/variacion_n_m/DP-500-1500.txt
variacion_n_m,DP-500-1550,500,1550,instancias/variacion_n_m/DP-500-1550.txt
variacion_n_m,DP-500-1600,500,1600,instancias/variacion_n_m/DP-500-1600.txt
variacion_n_m,DP-500-1650,500,1650,instancias/variacion_n_m/DP-500-1650.txt
variacion_n_m,DP-550-100,550,100,instancias/variacion_n_m/DP-550-100.txt
variacion_n_m,DP-550-150,550,150,instancias/variacion_n_m/DP-550-150.txt
variacion_n_m,DP-550-200,550,200,instancias/variacion_n_m/DP-550-200.txt
variacion_n_m,DP-550-250,550,250,instancias/variacion_n_m/DP-550-250.txt
variacion_n_m,DP-550-300,550,300,instancias/variacion_n_m/DP-550-300.txt
variacion_n_m,DP-550-350,550,350,instancias/variacion_n_m/DP-550-350.txt
variacion_n_m,DP-550-400,550,400,instancias/variacion_n_m/DP-550-400.txt
variacion_n_m,DP-550-450,550,450,instancias/variacion_n_m/DP-550-450.txt
variacion_n_m,DP-550-500,550,500,instancias/variacion_n_m/DP-550-500.txt
variacion_n_m,DP-550-550,550,550,instancias/variacion_n_m/DP-550-550.txt
variacion_n_m,DP-550-600,550,600,instancias/variacion_n_m/DP-550-600.txt
variacion_n_m,DP-550-650,550,650,instancias/variacion_n_m/DP-550-650.txt
variacion_n_m,DP-550-700,550,700,instancias/variacion_n_m/DP-550-700.txt
variacion_n_m,DP-550-750,550,750,instancias/variacion_n_m/DP-550-750.txt
variacion_n_m,DP-550-800,550,800,instancias/variacion_n_m/DP-550-800.txt
variacion_n_m,DP-550-850,550,850,instancias/variacion_n_m/DP-550-850.txt
variacion_n_m,DP-550-900,550,900,instancias/variacion_n_m/DP-550-900.txt
variacion_n_m,DP-550-950,550,950,instancias/variacion_n_m/DP-550-950.txt
variacion_n_m,DP-550-1000,550,1000,instancias/variacion_n_m/DP-550-1000.txt
variacion_n_m,DP-550-1050,550,1050,instancias/variacion_n_m/DP-550-1050.txt
variacion_n_m,DP-550-1100,550,1100,instancias/variacion_n_m/DP-550-1100.txt
variacion_n_m,DP-550-1150,550,1150,instancias/variacion_n_m/DP-550-1150.txt
variacion_n_m,DP-550-1200,550,1200,instancias/variacion_n_m/DP-550-1200.txt
variacion_n_m,DP-550-1250,550,1250,instancias/variacion_n_m/DP-550-1250.txt
variacion_n_m,DP-550-1300,550,1300,instancias/variacion_n_m/DP-550-1300.txt
variacion_n_m,DP-550-1350,550,1350,instancias/variacion_n_m/DP-550-1350.txt
variacion_n_m,DP-550-1400,550,1400,instancias/variacion_n_m/DP-550-1400.txt
variacion_n_m,DP-550-1450,550,1450,instancias/variacion_n_m/DP-550-1450.txt
variacion_n_m,DP-550-1500,550,1500,instancias/variacion_n_m/DP-550-1500.txt
variacion_n_m,DP-550-1550,550,1550,instancias/variacion_n_m/DP-550-1550.txt
variacion_n_m,DP-550-1600,550,1600,instancias/variacion_n_m/DP-550-1600.txt
variacion_n_m,DP-550-1650,550,1650,instancias/variacion_n_m/DP-550-1650.txt
variacion_n_m,DP-600-100,600,100,instancias/variacion_n_m/DP-600-100.txt
variacion_n_m,DP-600-150,600,150,instancias/variacion_n_m/DP-600-150.txt
variacion_n_m,DP-600-200,600,200,instancias/variacion_n_m/DP-600-200.txt
variacion_n_m,DP-600-250,600,250,instancias/variacion_n_m/DP-600-250.txt
variacion_n_m,DP-600-300,600,300,instancias/variacion_n_m/DP-600-300.txt
variacion_n_m,DP-600-350,600,350,instancias/variacion_n_m/DP-600-350.txt
variacion_n_m,DP-600-400,600,400,instancias/variacion_n_m/DP-600-400.txt
variacion_n_m,DP-600-450,600,450,instancias/variacion_n_m/DP-600-450.txt
variacion_n_m,DP-600-500,600,500,instancias/variacion_n_m/DP-600-500.txt
